"feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","estimate","z"
6.29899642795638,32.2470446804723,41.4497429309507,5.94629856678643,35.2424611451347,25.7319953079676,7.15653501040465,29.4606887296971,3.5768898998915,14.6073374103619,-48.492741831555,0
15.1526009231359,28.5093447418112,21.4187575364718,4.89949926392926,22.3282921842875,41.7227430722122,8.38349098344561,19.391006331193,2.47454427810915,12.1563922252998,48.1770043162478,1
11.1233389183026,34.9132579409077,32.9491266157692,4.67044866643299,36.0183653213051,50.9790026227688,5.62110261682062,31.3439703049383,4.90954210656238,15.2693765027082,-30.0093231458333,0
12.4235302052253,31.8691946516822,42.9445657369527,6.17848698129229,24.2479957196447,49.3585897497203,6.29724448520362,31.2320576292746,4.17477910910988,13.3076969032477,54.9663129153197,1
8.76912020767903,23.19810132521,30.7389944667324,4.74238224236604,44.4264819401287,23.1069054660988,8.39564581185385,25.3278312386491,4.16840974636805,13.529783455336,-113.460868241089,0
12.693993596258,15.0131209496755,27.4897428866323,6.29139224189002,41.1798739747251,33.8376632641925,9.58585127283588,34.4313357394207,3.15763364088669,11.4101197493975,-135.894351775915,0
11.2669837025115,15.6567762239233,41.7212902575678,5.83039957420877,24.8169637791773,45.0565500110629,8.98588308136334,21.305429932421,4.38685114458448,10.544147203964,53.8254156706801,1
12.6927247206479,31.2787818337763,37.5773994725842,4.26267191766587,23.0525282608901,37.3622356903379,7.04980777245309,30.0719942324183,1.98417814108208,9.22186644868126,52.590198549013,1
16.6447319613228,23.1533709934998,38.2570346930945,3.12217663703764,30.3122423853549,44.6707624953108,5.43541631744141,31.1769865538113,4.33896401366854,11.9756856188239,13.2882825821968,0
9.54614074423277,31.9685693696166,29.4273104090366,6.50423739626838,25.4739571649291,39.4063896320251,7.73908488324667,36.1411774680952,3.93393504525389,10.6412234025707,-30.7881567634717,0
16.0721353579465,26.2321971124894,40.245353416007,5.21329260407255,34.0768262738778,19.7325065952982,4.5218825273053,36.4961626802233,2.25624779999861,11.7538854532106,-57.9297966274882,0
10.6396996987565,26.0242100757394,24.7209514893306,4.50042619755072,46.2490377495351,44.0027895749565,5.70636747179996,40.4361525770502,3.97600407492863,5.46491377938202,-143.390375434484,0
17.1964160778087,42.3606941212763,56.5099285379474,4.44914387253745,38.6816944716211,24.1568748538898,7.47120512029592,37.3807701984812,3.18581719581972,10.277999830061,44.4374206661792,1
10.0262060304439,35.0195276314358,51.1732665948956,3.17802728073943,43.9520850955456,56.3747832410263,4.37963616523937,31.2144976324626,2.70712502896043,6.12915768538076,29.3387096333469,0
11.8087427892734,10.4475984498204,25.2279317635248,3.9445379909029,25.1944058580768,56.2933927671116,3.26039828265739,24.1578164081139,4.90617031493641,8.19597215755992,-12.4827896462818,0
16.2644901510116,23.0065457836782,27.2264894273542,3.70482609658062,33.3734549402575,40.7484866045981,8.95513180301411,23.3652499547807,3.79795883880848,10.074931200115,1.0442677569778,0
17.0142792941424,32.8951276857029,33.0900458186345,4.96249101711766,23.8635536829525,34.7613598084609,7.98758645066491,7.90982019860111,2.37804444616084,14.3786887217523,132.391552384199,1
13.0661424100247,30.4651732291016,50.9723682760727,2.73940491096382,36.6397270417815,27.6386768340389,6.37689881216342,31.1106645078634,3.86455336882464,14.8707204051762,3.24262532100573,0
13.4776261222272,38.2525188779405,41.6722227154503,3.55427407379642,19.0388063879183,45.0843369647285,6.40598268391107,37.372735052756,2.97180754701476,11.6612933125547,76.7604818164285,1
10.0259863752648,34.0674991609193,42.2315662577216,6.15558416443178,28.2974400421103,41.7210309882927,7.44435186025768,25.7186851786336,4.56234814657547,9.56521928426533,60.7775438906198,1
13.039809806557,20.9836444732485,40.588927050001,4.15379322132745,38.0598304976976,32.0440256311061,7.07768722087203,20.0891756660653,5.16644128782261,6.02468924852388,19.9366001648325,0
10.5158723505359,25.1881753051482,22.2855991934309,5.63601611740511,40.110899816898,30.43680305924,7.96501258935199,27.4700366066212,4.45702305546879,10.303369171066,-102.668133599859,0
17.1812889230496,27.0709936177201,48.8637708538807,5.77716377533101,30.1859457017742,30.0461236586361,4.89290810181793,29.6485202441216,2.84395590788824,8.44078542759133,47.8570233613614,1
11.970383375255,21.8508688693085,45.0299963809021,4.89332071218526,19.6229886462479,48.4278017298873,6.99276845811556,33.3588544171849,5.0538471453044,12.1359241417694,53.1287097454999,1
9.89931868659771,24.0907510843255,25.8150576584249,5.07180311822998,34.952210557599,36.7153080280485,7.26734673843137,33.5071264715677,4.76292738084418,13.622041918899,-101.214761769956,0
17.6115735672501,36.00941197738,44.4389733057751,4.47994559257948,35.4146051385715,40.9565197235588,9.63197163113401,31.1955754579689,5.58231497832431,10.2092592648034,58.9236420412746,1
10.1457637856223,39.9288282992556,31.603627296551,4.77811750270077,42.4774830805492,33.7446657964008,6.66425085537911,19.9741887891342,6.64996303492469,8.49784545269354,1.56382098740001,0
13.027054059261,21.6385558778105,37.8393018465579,5.2424132993628,31.7075299036701,39.9517924721998,7.47499939525165,34.300377963193,5.03375806505224,6.59205556374535,-15.1407656327283,0
14.5755630264083,31.2028225662179,55.9370295568612,6.30162692248955,38.9308994420024,42.0135824465976,6.74932800973406,33.1697124243914,4.50758719824973,10.0484164791709,35.2777637757201,1
15.1968150420861,32.7394475542617,42.2934600402332,4.60427008729874,36.199518678039,38.1537099421842,8.97038519321219,31.9046881662561,4.0329387119944,11.7569726697973,10.2768321481828,0
15.729142883339,25.1474713968469,52.6609261866383,4.35569199677529,16.7742126459349,43.1404873563261,8.40144404026101,28.9574183406779,5.39150698193115,12.9565762945982,129.892320806605,1
10.0538486351739,33.6438925824033,33.3414002029981,4.23366835022097,31.7143570368465,34.1877518040632,7.17932117282476,30.9383004004067,1.9225595971839,9.08276210344462,-11.9205015424331,0
12.2337736747586,19.3320121043096,55.698163169988,6.16423137201829,24.9329489948055,44.9767324361796,9.55072160189872,35.5758422191132,5.35979121261284,8.35599399788403,60.7843089201363,1
7.06592336695703,38.2260941605205,38.0865282788649,5.16655841501924,37.5172990530387,21.1309084735863,7.00579779582559,32.8705584211354,4.1877896658662,2.87949288069918,-29.0480233745035,0
17.8156720341533,27.0111373224979,60.9222811592651,5.36409965477139,35.5908990380469,49.3862385420166,5.21474521422899,25.1584504951034,5.38628338026591,7.39346279817181,119.20830016853,1
15.2349435841237,39.9529634168246,31.3941903451686,5.38500706816282,29.3784506384963,37.9242373162043,5.41308658712857,40.622375486031,4.14422816283969,9.08163935750117,-13.2646155969513,0
19.1891314085117,20.5259430118427,43.7988592028007,4.63160190979273,49.5329621522578,13.7454968101223,7.61087261595673,46.3581221153376,4.67990717325282,9.99021920642527,-150.645173004884,0
24.1317160858455,17.5002275692317,58.1298452537451,4.83389694354473,25.2106353329124,42.5774152311527,6.97955585582309,30.1826885586241,3.07375656655275,10.0003212563281,121.451563325683,1
7.62534248993256,34.1326931186627,38.5683920782442,2.34594198172378,20.2421118711184,51.5285899193087,6.61871940761054,38.3077811363345,5.41818683420422,14.0913863428866,26.4308472354695,0
15.3395412740734,40.7681205038345,35.1799866088238,3.46072843981728,30.4754385068678,40.7883463129917,9.24893825969054,39.0313686967409,4.18861544959806,11.9856927537895,13.7140260077028,0
14.6328300275999,19.9826709751307,49.7697663616095,3.61602083782064,26.8377698598135,36.3173740364019,5.08960447221719,26.1748384780023,3.67757588203242,10.5440832515252,61.2159153819015,1
21.7676615988178,30.5741628647348,31.8887892943887,7.02642279352512,36.7296835744101,37.8269172911846,8.02290870303312,25.3114974840927,4.36397436657665,9.19783261267947,25.7092501035471,0
12.6915939005343,32.6921518546207,46.9133079815938,6.8139167286184,18.4985806456603,32.9153013502679,6.74151799108468,30.2124845729537,4.25901468229817,6.63334319051627,101.888071790379,1
13.0713967109445,33.9931857377985,36.286521118598,5.1921935245784,36.1295107177831,27.2049387614889,6.66739470934479,22.8576218953603,3.13462132038338,8.0710298962874,17.6711464644267,0
16.5103116415493,27.5595200749526,12.9477759389725,3.27160313665697,38.4857844682438,36.5047348878374,5.20347687961337,26.2257356992662,5.42900477183429,5.37725390032803,-61.4522254774162,0
16.0677931344608,31.8398653244587,56.0068528276406,6.00224984896585,33.7184563983333,58.1677662033959,7.79860908699591,28.8573207630808,2.93915537590546,8.34234078233519,113.586493061315,1
10.0568832573276,31.3593967696228,41.6958046050627,2.1279115683038,39.5405721313315,25.3888955819087,6.47090955780693,25.0307512995879,2.77783184121421,13.7079568439693,-22.1492909936678,0
15.8087130802933,32.3117057489876,36.2474870713515,5.95993447332307,23.6946723776982,26.8528675377517,7.19003209398807,20.4144001400199,6.59616539960106,9.49822914166964,86.4410704090398,1
12.1905413077924,19.7813347414241,28.6009910320872,6.22981203531563,36.1168008627525,25.3522524124599,7.12708079925887,19.0857297759439,3.1176167227387,10.6281345120015,-48.214487217667,0
15.6107935313714,42.6447848646797,44.3807716785593,5.47410476650239,29.35736710443,49.5877697069647,7.97629159771242,29.6346020188324,3.95820951893036,9.12962842974103,106.747538434968,1
11.9052950405668,29.6926226842407,51.8581735629827,3.72768095556759,38.1627549879626,30.3999004631502,6.09956066740507,40.8664232695987,4.24951701808887,6.58353158793417,-19.4348887831295,0
8.95333450660271,19.2726158488328,67.6886845584765,3.86420126681894,7.25927349114919,31.059790763226,5.70298999885442,32.2176827384703,3.34665986518021,13.9472313249814,138.758225589076,1
14.2419425430243,35.4011424755759,35.5784655301913,5.85761033924542,38.1142928644613,37.0631289676866,11.1024301692579,23.4771893290002,2.79521972484671,13.2420333026953,17.0761586805545,0
11.0003640647867,40.1453705063059,32.1897254972213,3.13056059520966,23.1635334598078,56.6153695964247,8.57293682671937,32.8167398756891,4.23396657568772,15.0766454656257,51.20383626198,1
15.7679970501467,33.1023182373908,28.3356285349999,5.72006834095438,25.9663998702567,35.0044273171571,9.30451394978159,24.0911876120685,3.33670684771329,12.1987331096349,40.8781048516611,1
17.502125139247,24.5450588991141,44.9266349299596,4.21931653765884,42.0684521583869,28.5401969071393,6.5217712522925,34.4925670738073,4.16867780802653,14.4866503188439,-55.5598858888137,0
22.2372783469555,29.0808476919823,37.1928493878607,4.91159057339889,34.8488492728417,43.5920471804416,8.26326627649346,46.3120930959781,3.62118567660262,10.7915608038129,-33.8955562005091,0
9.97792273923786,28.0243753756734,36.2306044262418,4.60552255465539,32.1992140789081,48.4130590105522,8.01460899408483,29.3365402093362,5.24740486841839,11.6593338476276,-1.11941708384116,0
11.2597724137801,16.9284604671215,41.114554668543,3.7064354744711,38.0351934008382,16.9578819895277,7.93273345582189,44.1473149152413,2.89860797697097,5.51800418541667,-119.243469185657,0
11.312037120018,38.5333512602927,22.0269963797354,5.60469588873115,36.7272934312367,44.2275266134297,8.4011752967706,18.4122213599213,2.50919976371827,9.05083326429108,13.3695390311216,0
14.7145227306808,32.2106231075429,72.1601936518772,3.8690975574318,32.2847868645088,42.6824781356275,6.66262248984207,20.7700718386131,5.50706238075358,10.3429940147486,181.99476741701,1
14.2067586071988,41.2172339931188,27.2062634014715,6.2364347815358,41.7802253633547,22.9228047851467,8.832829326739,24.3182424852109,4.26456033321803,9.62829048230524,-28.6117024298816,0
14.85779246209,23.9471640477973,45.532855194845,4.97382340115169,34.7614421063373,47.3506589385203,8.77594330420977,18.6544553396524,2.58955907763755,11.9312916685087,70.296617595028,1
14.2356539615221,37.3065675523379,43.0007142288073,5.63940156757766,32.536092823868,30.611145964263,8.57562271664345,30.6231357707784,6.52481582038085,12.1024262508897,32.4527908385397,1
19.6072834967462,35.6864117654617,50.3270034067041,4.17725249930667,30.785806472674,27.2660153488166,5.23919946034082,24.104829247823,3.17885244157867,11.7844402424261,99.0942983107736,1
14.2240013575127,38.2091334303419,33.8486140126362,4.93450900843968,31.2187585850556,17.6897510878514,7.06494016827363,26.7827951938718,4.8702697519934,14.4108768640076,-0.868250813499814,0
10.0915952282414,39.1340774088111,29.5764919841195,6.60987297308291,26.1604504761042,24.2619957689154,9.08066681202656,39.5103991895967,4.32204555924888,8.16678318723534,-34.0950280253394,0
13.6985963350202,28.090044623984,29.9278304065372,4.82241081543662,19.9835614374435,61.3510282531723,10.1142568508329,36.1235247633883,3.0489178169562,9.78806086328299,45.923632374292,1
16.0607273907115,31.7198937655618,43.1695447475094,4.28358332078029,34.2356422834869,30.6910320732666,4.73912600294237,18.7488766979006,4.51020027734636,12.5241211486034,60.9947274932477,1
8.18474894343243,29.8527813817147,41.3970454860746,3.94014498445149,31.6547174358865,42.547817206191,4.75085796732928,25.0761838812857,5.55353465217125,7.30921268148774,34.7632301935083,1
15.4577051053093,34.0894684885454,44.2476516253104,5.75756066859519,25.8431534306313,43.9991953481227,9.87089692548852,22.4942639081175,3.68045981456801,8.38608420034297,127.304851166741,1
